Fechas,Vista_Red_MN,Vista_Patrimonial_MN,Vista_Minorista_MN,Vista_Empresas_MN,Vista_Gobierno_MN,Vista_Empresas_Gobierno_MN,Vista_Corporativa_MN,Plazo_Red_MN,Plazo_Patrimonial_MN,Plazo_Minorista_MN,Plazo_Empresas_MN,Plazo_Gobierno_MN,Plazo_Empresas_Gobierno_MN,Plazo_Corporativa_MN,Plazo_Mayorista_MN,Vista_Red_ME,Vista_Patrimonial_ME,Vista_Minorista_ME,Vista_Empresas_ME,Vista_Gobierno_ME,Vista_Empresas_Gobierno_ME,Vista_Corporativa_ME,Vista_Mayorista_ME,Plazo_Red_ME,Plazo_Patrimonial_ME,Plazo_Minorista_ME,Plazo_Empresas_ME,Plazo_Gobierno_ME,Plazo_Empresas_Gobierno_ME,Plazo_Corporativa_ME,Plazo_Mayorista_ME,Ahorro_Red_MN,Ahorro_Patrimonial_MN,Ahorro_Minorista_MN,Ahorro_Empresas_MN,Ahorro_Gobierno_MN,Ahorro_Empresas_Gobierno_MN,Ahorro_Corporativa_MN,Empresas_MN,Gobierno_MN,Corporativa_MN,Promotor,Empresas_ME,Gobierno_ME,Corporativa_ME,Gobierno_Total,PyME,TDC,Nomina,PPI,Auto,Hipotecaria
2013-02-01,96775.99023,6022.98216,102798.97239,55559.65740,57237.54845,112797.20585,45351.52879,57237.01819,15474.45130,72711.46949,29289.01994,22275.21705,51564.23699,3971.25288,55535.48987,12994.96848,3734.60262,16729.57110,25837.59528,1783.27069,27620.86597,16551.09835,44171.96432,318.53567,1133.79425,1452.32992,459.19274,60.12755,519.32028,376.92456,896.24484,131050.14154,616.83100,131666.97254,87.54778,7.37420,94.92198,2.07736,72232.59626,61414.62906,60058.54656,16118.78483,23974.34432,159.80484,50464.16415,61574.43390,31052.42949,91813.35839,34419.82935,12840.06669,26667.01181,147381.39305
2013-03-01,97225.86856,5341.61090,102567.47947,46945.02577,57004.74434,103949.77011,42405.09980,59488.25712,15147.54220,74635.79932,25470.84885,17124.87589,42595.72474,4108.52793,46704.25267,13588.81789,3790.54075,17379.35863,28503.16861,1703.12835,30206.29697,17785.41803,47991.71499,309.38951,1100.69605,1410.08557,549.59470,64.77022,614.36492,682.00616,1296.37108,136872.76324,1213.95996,138086.72320,93.20899,7.62157,100.83056,2.58427,72756.03185,61357.20560,65359.72887,15893.17319,22712.81945,155.53574,46826.39913,61512.74134,31904.64514,91108.27584,34222.31382,12780.39887,26676.69170,147791.37867
2013-04-01,98674.47040,5520.08390,104194.55429,51925.98731,58972.60715,110898.59446,52255.59295,59355.23439,12976.37802,72331.61241,24264.00320,21296.20385,45560.20704,3840.76120,49400.96825,13706.13683,4136.30218,17842.43901,28109.66314,1739.13141,29848.79455,17352.99173,47201.78628,294.92391,1039.62664,1334.55056,451.24155,72.69142,523.93297,906.70592,1430.63889,136398.51764,938.70917,137337.22681,96.30826,7.40164,103.70990,2.17132,71072.52646,60770.40825,72836.02315,15049.37527,22598.49429,148.16614,46725.08988,60918.57439,31985.53315,92416.33539,34515.90484,12818.17431,26896.60863,147707.20708
2013-05-01,99040.53669,5400.99830,104441.53499,57023.67750,59886.45108,116910.12858,48140.44105,60359.55833,12099.32024,72458.87857,22673.79637,15559.74710,38233.54347,3310.24277,41543.78624,13342.34928,4016.76755,17359.11683,26816.52236,1453.76869,28270.29105,18928.50232,47198.79337,311.43638,1090.91532,1402.35170,318.81874,41.29129,360.11003,708.57100,1068.68103,140790.48978,895.01394,141685.50372,95.21551,7.35987,102.57538,2.69948,72543.35882,61140.42222,71999.68274,13923.39795,24381.54073,152.84677,46537.70531,61293.26899,32474.26857,92056.80164,34372.70063,12711.06607,27187.76651,148033.37481
2013-06-01,101035.23939,5834.77590,106870.01529,53960.59476,68639.12310,122599.71786,55761.20494,61790.30895,11584.79541,73375.10437,21644.22187,16641.77407,38285.99594,3944.90664,42230.90258,12951.29311,3867.79393,16819.08704,26906.31292,1726.68668,28632.99960,22583.05481,51216.05442,314.25212,1038.35099,1352.60310,483.10333,32.64792,515.75125,551.78645,1067.53770,143174.49539,1020.33734,144194.83273,92.83860,7.36175,100.20035,2.61302,75322.23140,61808.39202,72640.35154,13790.20457,27010.74680,150.97511,51359.47323,61959.36713,32973.16492,92637.34427,34531.85855,12991.54314,27347.55351,144046.58193
2013-07-01,100467.73219,5383.36068,105851.09287,57126.82867,68330.61982,125457.44849,52939.60129,63562.93755,11160.57094,74723.50850,22744.80565,22227.19258,44971.99823,4159.41832,49131.41655,13109.64174,3813.76110,16923.40284,28607.70011,1675.53316,30283.23327,21019.97142,51303.20469,300.55845,1021.01878,1321.57724,336.55447,39.32283,375.87730,465.12654,841.00384,135773.46442,826.83983,136600.30425,24.47320,7.42959,31.90279,2.23200,75367.72318,62269.05033,78503.26576,12378.63787,26666.12453,200.66923,50256.73066,62469.71956,33387.85875,93264.46791,35784.36024,14180.16422,27505.58969,144193.61530
2013-08-01,103894.79281,5236.18662,109130.97943,49740.04052,67458.55511,117198.59563,56006.73939,64723.14194,12416.69045,77139.83239,23348.48965,25717.85658,49066.34623,4630.54516,53696.89139,13232.82108,3818.33649,17051.15756,27906.69110,1645.86921,29552.56032,21419.33793,50971.89825,311.31962,1050.46516,1361.78478,345.50647,28.44408,373.95055,692.26140,1066.21195,140309.51079,805.71189,141115.22268,21.73825,7.00157,28.73982,2.30569,73419.17674,63510.21362,79999.81269,11870.56151,28694.38606,208.22803,59224.71438,63718.44164,33832.10941,94044.38206,37234.16450,15171.03420,27871.69060,144557.66145
2013-09-01,103055.61208,5467.83567,108523.44775,59435.80677,72366.24863,131802.05540,52092.49162,64511.22876,11959.63730,76470.86606,21597.31653,24167.48553,45764.80206,4072.47761,49837.27967,13095.80670,3777.79663,16873.60333,27836.84257,1791.99103,29628.83361,21357.77742,50986.61103,276.55832,998.31829,1274.87660,357.62645,23.33239,380.95884,109.01217,489.97101,131917.30541,683.23502,132600.54043,21.95905,6.47884,28.43789,3.04274,76454.29189,62936.91577,60739.05371,11677.55762,29898.47786,202.60682,57872.02960,63139.52259,34713.86733,94269.18690,37569.12088,15388.34858,27967.09556,144621.31988
2013-10-01,104432.02383,5294.77772,109726.80155,36213.57738,75661.96337,111875.54075,54350.48107,66360.51788,11527.43376,77887.95164,32373.25454,25786.59593,58159.85047,5431.77436,63591.62483,13434.46831,3643.40221,17077.87052,28026.79179,2135.77031,30162.56210,19367.18326,49529.74536,276.21929,967.64306,1243.86235,436.17216,22.48858,458.66074,358.26284,816.92359,132008.71641,703.99624,132712.71265,20.74806,0.29375,21.04181,2.98582,78315.00349,63503.94629,66297.31844,11236.51055,29761.70674,204.31261,58160.04770,63708.25889,35501.27144,94139.21854,38420.62755,15887.75178,28062.36647,144961.55200
2013-11-01,110610.90268,5464.82342,116075.72610,44823.60310,74644.54544,119468.14853,48886.54875,64592.01520,11928.71346,76520.72866,27679.46065,19389.86193,47069.32258,4871.83632,51941.15890,13631.35255,3575.51759,17206.87014,30804.01021,1926.16721,32730.17743,21069.80459,53799.98201,277.31684,955.23143,1232.54827,457.53256,20.59072,478.12328,289.20216,767.32545,148606.26165,722.02806,149328.28971,22.14450,0.22657,22.37107,3.79640,81593.95717,62829.57715,67156.93222,10740.23359,30737.32279,213.77691,60183.93827,63043.35406,36592.67369,97143.64773,39231.91498,16544.49712,28075.86044,145549.36947
2013-12-01,120445.25472,6315.30955,126760.56427,55105.75477,63166.93185,118272.68661,43805.16942,64146.48208,12484.49334,76630.97542,20425.81684,14395.98252,34821.79936,4369.90616,39191.70552,13615.26894,3642.02510,17257.29404,27161.45296,2562.90418,29724.35713,25809.41063,55533.76776,275.99555,949.18058,1225.17613,1022.62957,20.55020,1043.17977,1474.81813,2517.99790,152993.58680,738.86076,153732.44756,22.32730,0.15695,22.48424,3.71910,86139.09347,64750.60323,68497.49034,10508.63569,31579.99930,212.27700,61317.39347,64962.88023,36387.32546,96655.32953,38877.83361,16379.93598,28382.05264,146153.48517
2014-01-01,110408.05041,6803.71270,117211.76311,61925.38699,64141.38919,126066.77617,40671.53919,64222.58769,13702.20961,77924.79730,19482.71186,19643.20122,39125.91308,3501.88135,42627.79442,13782.19262,3538.37612,17320.56874,27957.17443,2682.37105,30639.54549,27271.42511,57910.97060,277.81913,945.43743,1223.25657,968.42210,20.42653,988.84863,651.57260,1640.42123,155932.72448,713.35887,156646.08335,22.20202,0.37217,22.57419,3.32205,83599.29957,65500.17672,64509.54098,9942.26059,31930.63006,205.72286,66771.07043,65705.89958,37235.14941,95232.62498,39439.97717,16639.48706,28190.66613,147112.59102
2014-02-01,110687.35642,7142.08537,117829.44179,59318.02217,64523.18571,123841.20788,46127.09521,64470.57276,12942.75118,77413.32393,18927.03128,21223.85957,40150.89085,3234.74271,43385.63356,13525.78585,3456.38716,16982.17301,29367.86823,2556.86005,31924.72828,24728.32542,56653.05369,274.15287,947.24212,1221.39498,1065.82150,20.21427,1086.03578,364.77402,1450.80979,155802.47984,683.75789,156486.23773,23.06386,0.13799,23.20185,3.11747,84165.60847,63672.61725,62606.12916,9628.83790,31636.26381,191.03128,66781.12047,63863.64853,38199.25016,94482.88348,40941.70212,17476.27190,27946.61329,147796.17333
2014-03-01,109181.49628,6998.60999,116180.10627,50909.73425,73442.02278,124351.75703,49622.22264,64904.98418,12995.88401,77900.86819,22027.37224,22149.70203,44177.07427,2861.09424,47038.16851,14171.52081,3439.50201,17611.02282,32022.85112,3203.77542,35226.62654,30304.94222,65531.56875,257.87803,920.11883,1177.99686,957.09141,19.93483,977.02624,145.22210,1122.24834,145509.18165,671.90379,146181.08545,22.63719,0.19378,22.83097,2.78083,86997.83871,63376.00639,62414.03455,9631.10890,31111.74258,192.37551,65304.42386,63568.38190,39322.59509,93343.86901,42229.46676,17939.90335,27700.58504,148201.04097
2014-04-01,110114.25515,7285.49108,117399.74623,64970.35129,69299.26843,134269.61972,51499.76453,66038.58767,12814.91594,78853.50361,22504.69555,21627.98519,44132.68075,2215.90919,46348.58994,14222.93172,3519.31910,17742.25082,32740.16365,3126.26753,35866.43118,23214.72618,59081.15735,258.26253,914.22067,1172.48320,1007.64153,19.58279,1027.22432,371.88756,1399.11188,153275.46633,681.41129,153956.87763,22.93949,0.72521,23.66470,3.29150,86806.11345,63627.52452,63555.52194,9466.12358,30259.37625,190.51834,67038.96945,63818.04286,39646.26501,93751.52874,43143.41394,18132.21170,27414.30974,148443.67772
2014-05-01,109189.88809,7042.84766,116232.73575,60042.45137,70133.48310,130175.93447,49499.87141,69586.07248,12523.63179,82109.70428,18916.72017,21584.57792,40501.29809,3044.82227,43546.12036,17336.03874,3495.15552,20831.19425,35456.82520,3450.12213,38906.94733,23670.76061,62577.70794,243.96710,898.67392,1142.64102,1018.61844,18.04384,1036.66228,288.23265,1324.89493,157682.33529,697.67926,158380.01455,21.74688,0.74788,22.49476,3.50338,90541.63536,64329.04363,68031.28695,9574.24809,30677.37385,179.71727,65911.96168,64508.76090,40370.33340,93016.38336,43748.12367,18421.07278,27195.19326,149016.43342
2014-06-01,111432.97823,6927.93542,118360.91365,58623.22979,82033.80311,140657.03289,66267.54171,70095.87017,12396.23867,82492.10884,20215.77896,25635.40208,45851.18104,3116.37210,48967.55313,14273.08667,3511.80462,17784.89129,34277.24677,3775.87613,38053.12290,18720.00762,56773.13052,242.39906,897.07018,1139.46923,854.32041,19.01578,873.33619,682.00267,1555.33886,149444.96271,741.59246,150186.55517,21.09006,0.80861,21.89868,3.25872,91302.88268,63118.55192,68168.01328,9498.89454,31146.16753,185.04569,63790.82778,63303.59761,40835.08631,92908.34711,45797.17868,19259.82515,27026.92895,149423.56126
2014-07-01,112702.70346,7084.21364,119786.91710,53299.30349,81510.42228,134809.72577,78296.25610,74662.06608,11580.35953,86242.42561,20575.72678,25739.76022,46315.48700,3323.62731,49639.11430,14511.11445,3510.87468,18021.98913,32952.96934,3079.81002,36032.77936,19632.30146,55665.08081,240.95739,904.64090,1145.59829,893.11560,20.30329,913.41889,805.30942,1718.72831,152015.00435,712.47921,152727.48356,20.66230,0.63596,21.29825,3.61521,89913.47463,67201.82509,75332.40727,9340.33168,32226.83313,227.14945,66023.69545,67428.97454,41709.41909,92293.13336,47121.08340,19678.39983,26968.59664,149519.27476
2014-08-01,114448.32446,7101.87960,121550.20406,54288.50036,82748.53513,137037.03549,73115.79754,73562.21271,11008.27601,84570.48872,21651.72629,26945.96893,48597.69521,3683.53162,52281.22683,14574.01100,3782.97518,18356.98618,34410.63275,2293.15863,36703.79138,19147.00311,55850.79449,208.86433,905.03053,1113.89487,912.17294,19.81059,931.98354,747.50459,1679.48813,153344.11040,727.80763,154071.91803,21.87124,1.35818,23.22942,3.85205,91725.07096,70419.69122,76107.55793,9506.63866,32930.91580,223.58781,66240.39141,70643.27904,42815.40805,92868.86372,48196.43662,20188.20156,26903.10820,150332.16053
2014-09-01,113101.92895,6708.82857,119810.75752,51999.66918,79687.46981,131687.13900,79366.59924,73265.14614,10493.71989,83758.86603,22747.23901,26794.03869,49541.27770,3589.15849,53130.43619,14094.71630,3877.97743,17972.69374,33285.60214,2109.61871,35395.22085,17314.10500,52709.32585,236.03271,912.64859,1148.68130,927.89064,21.22414,949.11478,252.27468,1201.38946,146900.88335,746.10097,147646.98432,21.07041,14.05687,35.12728,3.53295,91552.09650,70041.85536,73520.68533,9009.19346,34377.28895,220.89272,65714.38451,70262.74808,44563.13335,92477.99935,49489.71829,20517.14894,26947.56039,150894.84211
2014-10-01,115389.23371,6879.37301,122268.60672,57234.52900,76337.01876,133571.54776,67985.78177,74554.28685,9635.56404,84189.85089,22630.40238,27777.92874,50408.33112,3803.83732,54212.16843,14733.14882,3740.16520,18473.31402,32504.78724,2519.55941,35024.34665,15007.47088,50031.81752,236.51783,917.19408,1153.71191,946.01562,22.05560,968.07122,465.73200,1433.80322,156800.90135,737.89761,157538.79896,22.44144,6.50814,28.94958,3.60612,93142.86162,69920.19405,72164.89625,9169.72527,35210.31075,217.59596,70075.50936,70137.79001,45872.47146,91969.68271,50766.59648,20755.34585,27100.02641,151591.43706
2014-11-01,122516.51687,7158.21444,129674.73131,57181.06448,76044.05727,133225.12176,71657.56186,73873.18864,10065.21811,83938.40675,23602.07334,25652.24821,49254.32155,3890.02421,53144.34577,14883.21672,3862.68069,18745.89742,35322.59121,2387.36252,37709.95373,16384.64959,54094.60332,238.99432,939.49890,1178.49322,958.76412,23.06819,981.83231,322.25386,1304.08617,162247.18580,764.06940,163011.25520,23.05260,2.40202,25.45462,4.11826,97727.71445,70423.73026,77011.87936,9142.82674,36853.91513,247.93589,72685.93645,70671.66615,46654.37311,94450.07880,51088.24849,20822.58134,27395.83746,152587.08470
2014-12-01,129778.68056,7778.50604,137557.18660,55527.54637,63527.63600,119055.18237,69885.81398,76075.19577,9264.67579,85339.87157,25745.09322,17064.84839,42809.94161,3750.79575,46560.73735,15161.55154,4194.45458,19356.00612,35468.22574,2465.28095,37933.50669,16520.02745,54453.53415,181.08124,1009.87473,1190.95597,996.26195,23.99900,1020.26095,315.49975,1335.76071,169280.57711,833.42061,170113.99772,21.92647,1.75069,23.67716,7.66126,97709.30374,76485.74710,80867.52319,9225.57860,42862.14172,261.81899,78343.13447,76747.56608,46142.90618,93199.87777,51187.71657,20682.52696,28077.69602,152717.37452
2015-01-01,124444.18376,7452.80708,131896.99084,69984.95925,66275.88758,136260.84683,83964.64967,77624.09914,10583.16138,88207.26052,25363.13926,18492.64938,43855.78864,4305.23457,48161.02322,16074.02242,4096.88902,20170.91144,38497.22333,2780.69441,41277.91774,17198.79277,58476.71052,197.65664,1014.87732,1212.53396,1060.36999,28.78541,1089.15540,248.70158,1337.85698,173450.32644,805.99269,174256.31913,24.77292,1.14050,25.91343,3.54504,97395.38891,76172.02453,88796.38668,8754.98950,43267.87519,265.64436,82399.42826,76437.66890,47015.95463,92197.13534,51716.33611,20585.02346,28083.59173,153960.94284
2015-02-01,125710.73155,7665.18414,133375.91569,64533.24896,61095.53673,125628.78569,79098.66472,79336.46334,11260.81845,90597.28179,27059.99187,23215.46353,50275.45540,4448.58007,54724.03548,16305.84069,4092.03590,20397.87659,39419.21435,3362.27212,42781.48647,16172.39368,58953.88016,197.20554,1059.23969,1256.44524,1013.95783,42.51792,1056.47574,596.87577,1653.35151,173616.58992,869.66829,174486.25821,26.85809,1.42359,28.28168,4.12676,96888.38636,76057.88708,90547.03745,9020.82685,43142.03582,262.90380,76407.91941,76320.79088,47688.57657,91481.11089,52145.97870,20473.81792,28168.05597,154468.87208
2015-03-01,123486.12639,7398.99619,130885.12257,48640.47967,82750.33200,131390.81166,83464.26807,81602.67878,13363.31596,94965.99474,29666.60620,19913.02163,49579.62783,3590.07526,53169.70309,17025.05461,4283.20400,21308.25861,42433.19455,3234.15218,45667.34673,22203.58318,67870.92991,179.98011,1084.68015,1264.66026,1012.98465,27.62911,1040.61376,411.46309,1452.07684,167322.36916,856.88915,168179.25831,25.99090,1.33248,27.32337,3.79710,99211.44909,77361.72461,95082.14477,9974.69220,43598.01797,254.96729,75053.20142,77616.69190,48976.28082,90388.93680,54177.23043,21424.97594,28507.35850,154857.49711
2015-04-01,124329.46693,7323.29375,131652.76068,48143.37504,65177.40380,113320.77884,74111.09507,83217.14117,13457.39517,96674.53633,31047.18052,20405.19808,51452.37860,3460.98139,54913.35999,17784.20036,4266.12817,22050.32852,44217.40493,3410.00382,47627.40875,22142.21009,69769.61883,189.68436,1074.49666,1264.18101,1023.21169,29.05195,1052.26364,691.28448,1743.54812,174516.12336,925.51066,175441.63402,27.87399,1.39495,29.26894,4.06910,101115.71230,77017.78550,97141.54390,9884.50237,44443.93127,272.41617,74327.11728,77290.20167,49425.55863,90980.37417,56109.85562,21298.96355,28677.16682,155515.96845
2015-05-01,126766.77382,7411.99517,134178.76899,47227.84266,63472.37108,110700.21374,57680.93765,84678.84000,13576.87283,98255.71284,28970.57495,24046.61915,53017.19410,6207.31564,59224.50974,18084.82329,4632.51269,22717.33598,44068.44065,3546.17900,47614.61965,19868.29161,67482.91126,183.63601,1063.08628,1246.72229,973.22258,28.84031,1002.06289,300.17346,1302.23636,177748.05301,923.70030,178671.75331,31.17532,1.65579,32.83111,4.67278,102739.99748,76707.53114,99216.60863,9905.77560,45870.61508,278.00900,73839.21032,76985.54014,50388.63542,90500.44828,57406.93149,21113.96979,28723.94204,156203.45821
2015-06-01,127125.64352,7367.78273,134493.42625,51864.18900,72153.86588,124018.05488,69478.44170,86076.55552,13104.64780,99181.20332,31211.98986,25322.09077,56534.08063,5276.06212,61810.14275,18391.78278,4551.83004,22943.61282,43005.76493,2622.70091,45628.46584,18942.23082,64570.69666,185.71440,1049.79728,1235.51168,1188.01202,27.40239,1215.41442,159.39880,1374.81322,172484.59510,1005.45032,173490.04542,33.40926,1.96505,35.37431,6.56739,104848.21869,78108.19753,86047.11282,9971.67500,47568.13031,276.47869,76587.46926,78384.67623,50952.14777,90757.83104,58975.53019,21204.44272,29084.57315,157044.89154
2015-07-01,128327.47884,6689.14601,135016.62485,47237.50978,64639.06132,111876.57110,80492.37696,85872.33557,11385.05913,97257.39471,31759.70931,22345.61255,54105.32186,4464.34440,58569.66626,19762.06558,4621.11276,24383.17834,44747.11861,2384.25560,47131.37422,19506.20584,66637.58006,190.36463,1022.82536,1213.18999,1073.06854,26.13349,1099.20203,343.36586,1442.56789,184299.63474,1045.05265,185344.68740,32.73928,1.49431,34.23359,7.79813,105731.27396,79904.76404,91210.54166,10612.46842,49289.25174,288.68191,81762.54445,80193.44595,52603.31514,90738.59888,61024.46160,21286.08265,29426.29871,157775.51749
2015-08-01,129221.75035,6863.41975,136085.17010,50505.34516,69230.54472,119735.88988,84790.84912,85675.66932,11517.91189,97193.58121,29587.65348,21816.55463,51404.20811,4722.47690,56126.68501,21327.71065,5710.88449,27038.59515,49111.95498,2779.77708,51891.73206,22081.66764,73973.39969,198.42211,1073.68725,1272.10936,1084.35071,25.29183,1109.64254,554.10672,1663.74926,173854.71347,1042.03568,174896.74915,33.42808,1.76608,35.19416,7.50278,105140.19843,79347.87991,89240.31482,10890.95377,53441.30442,282.95611,86430.37965,79630.83602,54139.86509,92147.91060,62980.14999,21606.86665,29609.89862,158607.38748
2015-09-01,128286.14897,6501.35226,134787.50123,50974.14390,68981.25865,119955.40255,95584.97877,86214.62125,8579.42270,94794.04395,31920.41612,23103.91710,55024.33322,4314.61653,59338.94975,21722.91171,5869.65494,27592.56665,51933.21054,2339.96696,54273.17750,23950.34826,78223.52576,193.08264,1110.65132,1303.73397,1113.32612,28.68829,1142.01442,220.02721,1362.04162,174087.60557,1049.48384,175137.08941,33.44108,1.62871,35.06979,7.39385,106184.17876,79201.56165,90009.57209,11607.50795,53543.77144,262.11453,95520.54260,79463.67618,55943.37072,91818.93851,64398.37903,22897.82380,29763.72908,159343.49484
2015-10-01,131801.57007,6352.20783,138153.77790,54617.63077,68890.52535,123508.15613,92287.21412,87477.07728,10450.16366,97927.24093,34881.37932,21602.88037,56484.25969,4700.74514,61185.00483,22175.28612,5440.66651,27615.95263,55844.34505,2361.14234,58205.48739,24458.10980,82663.59719,188.74798,1100.42635,1289.17433,1174.91112,29.47953,1204.39065,905.27550,2109.66615,186349.30211,1077.04793,187426.35004,37.00646,10.04157,47.04803,7.53838,110344.59278,79251.43595,93270.67267,11684.01454,52781.57845,275.99699,87308.71332,79527.43294,57180.79348,92088.51928,65704.73595,23894.75356,30005.30953,160458.28291
2015-11-01,133433.05336,6622.23610,140055.28946,54381.11654,72023.57327,126404.68980,78136.85673,87252.86581,8020.04528,95272.91109,34720.90693,20230.10009,54951.00703,3454.48979,58405.49681,22251.20921,5665.96954,27917.17875,56676.29173,2972.80051,59649.09224,26324.02168,85973.11392,189.26395,1090.46010,1279.72405,1046.18038,30.46775,1076.64813,288.03515,1364.68328,180862.41264,1084.35542,181946.76806,35.30347,12.22468,47.52815,7.77315,112874.39648,77867.72430,93500.54847,11756.41613,52488.88077,253.47465,84024.27660,78121.19896,58092.81765,96175.03479,65953.97581,24664.22761,30601.10328,161492.22834
2015-12-01,140490.58441,8846.27713,149336.86155,60505.27633,60267.79371,120773.07004,93105.53537,86296.33767,10449.37321,96745.71088,32140.28753,14375.19880,46515.48634,4485.54928,51001.03562,21418.20927,6830.87187,28249.08113,57427.12804,2445.77436,59872.90239,26222.77320,86095.67559,186.77488,1157.27103,1344.04591,1091.71680,41.15540,1132.87220,548.14381,1681.01601,197395.24725,1180.86736,198576.11460,43.34855,485.50521,528.85376,8.83718,114033.54092,79139.08954,97557.66983,11733.18169,56568.34490,253.57695,82200.61796,79392.66649,57405.51910,95279.98281,65791.60306,25109.20469,31495.33218,162179.11114
2016-01-01,135297.40369,9116.50934,144413.91303,56798.15940,62421.14366,119219.30306,77549.52931,87214.59762,11112.98623,98327.58385,34008.85636,18098.26907,52107.12543,5623.13443,57730.25986,24023.00589,6800.66701,30823.67290,63732.24793,2716.44494,66448.69287,29556.33459,96005.02746,208.24394,1276.31473,1484.55867,1138.40020,35.53191,1173.93210,195.10417,1369.03627,203334.96685,1125.99310,204460.95995,38.27016,657.36097,695.63113,10.61189,117260.95646,76404.87826,97988.16590,11838.52706,59631.87327,78.56772,89196.66483,76483.44597,59175.94489,94357.09062,66823.85113,26267.11556,31777.84845,163715.23209
2016-02-01,132803.21094,9220.46816,142023.67910,56393.53914,66366.20294,122759.74207,77624.95965,88882.37164,11821.67467,100704.04631,35732.45013,16011.43343,51743.88357,5796.37169,57540.25526,24724.59247,6836.17865,31560.77112,67410.72042,3119.94458,70530.66500,23774.32169,94304.98669,207.41255,1270.29985,1477.71240,1152.21724,36.25831,1188.47554,220.09491,1408.57045,191182.96516,1122.02958,192304.99475,39.41055,1337.68100,1377.09155,9.25305,115793.11612,75025.49698,105721.28467,11971.90995,58194.92325,76.81693,90063.54798,75102.31391,60311.45064,95433.86800,67436.21799,27200.40548,32116.60011,164271.18208
2016-03-01,131742.72620,9187.47721,140930.20341,53228.00080,96113.83556,149341.83636,73345.21119,91560.29971,11972.02855,103532.32827,30884.37285,19900.77971,50785.15257,5129.65350,55914.80607,24014.42678,6605.52251,30619.94929,65503.37463,3415.97851,68919.35314,30444.20569,99363.55883,185.39136,1233.05366,1418.44502,1099.36817,32.49175,1131.85992,438.95341,1570.81333,192683.39638,1138.33949,193821.73587,41.17457,1526.42381,1567.59838,9.62441,116992.88486,75790.52554,111814.61863,12618.11277,54866.00896,174.95787,84370.98462,75965.48341,62468.77793,95059.89800,68547.85200,28822.65325,32339.74075,164961.05732
2016-04-01,133563.52717,9528.86874,143092.39592,54321.52901,70094.90140,124416.43041,79472.80758,93957.56090,11444.23889,105401.79979,33079.32252,21003.57344,54082.89595,5135.55560,59218.45156,24440.91745,6504.39227,30945.30972,66141.03276,3953.52087,70094.55364,27544.77194,97639.32558,183.74280,1244.26689,1428.00969,1122.73216,33.80375,1156.53591,619.46731,1776.00322,202434.37089,1177.57101,203611.94190,38.22013,912.67095,950.89108,9.11985,119095.45728,75703.33847,109117.57902,12637.73884,55766.72534,199.08168,81508.12245,75902.42015,62787.61618,95202.36697,69313.10287,29482.70802,32638.93661,165978.81507
2016-05-01,135438.07295,9932.75996,145370.83291,55734.79177,69965.68717,125700.47894,80765.02200,95451.19350,12144.49679,107595.69029,32685.85838,21005.96187,53691.82025,5639.48151,59331.30175,24693.07281,7040.36002,31733.43283,67791.71026,4014.54404,71806.25431,31435.96822,103242.22253,192.99012,1335.56134,1528.55146,762.17574,55.40562,817.58136,243.16312,1060.74448,198284.93829,1147.90233,199432.84061,42.01951,3219.36421,3261.38373,7.99765,120109.22772,75744.44403,107581.64672,12971.61463,59313.12821,251.36467,86778.13669,75995.80869,64153.98254,95762.66903,69958.04057,30338.15852,33141.98506,169084.48347
2016-06-01,136668.98877,9377.61255,146046.60132,58007.65720,76254.35536,134262.01256,75193.42582,97826.83994,11253.71125,109080.55119,30408.18966,24404.38575,54812.57541,6060.49910,60873.07451,25455.24205,8505.51187,33960.75392,70408.38469,4151.55859,74559.94328,42774.40442,117334.34770,202.58969,1314.93381,1517.52350,272.35867,56.39089,328.74956,3875.41373,4204.16329,201781.63600,1190.09272,202971.72872,46.38909,1885.24471,1931.63380,11.76464,124660.00777,75376.99411,111379.74034,13016.29478,59019.90340,262.32791,93011.88091,75639.32202,65110.45246,96588.27675,70979.42466,31382.10425,33672.08689,170287.17671
2016-07-01,137761.66162,8766.97981,146528.64144,58524.76281,70428.38060,128953.14341,70697.81385,100443.88235,7956.23270,108400.11505,34129.84783,19431.42226,53561.27008,6134.77713,59696.04721,26179.15349,6877.16058,33056.31407,66850.82399,4477.26783,71328.09183,33112.39068,104440.48250,202.72445,1304.46062,1507.18506,1876.80297,57.35978,1934.16275,3569.90431,5504.06707,208264.88353,1212.88420,209477.76773,38.90760,801.29957,840.20717,12.67978,126569.84700,74785.26316,106757.77502,13466.64880,60027.63065,301.50957,94848.85859,75086.77273,66005.60688,96567.37083,71196.67658,32454.24784,34088.89384,171260.93107
2016-08-01,136160.26877,9518.24458,145678.51336,58593.76389,69325.57498,127919.33887,82209.63552,101402.23750,7866.07587,109268.31337,35049.27777,24178.71941,59227.99719,5597.64899,64825.64618,26761.63001,7015.95630,33777.58631,73080.80773,3485.37570,76566.18343,30095.32988,106661.51331,201.44982,1347.59602,1549.04584,1907.40798,48.18068,1955.58866,3656.71544,5612.30409,198489.74266,1262.13683,199751.87950,47.42912,605.66559,653.09472,12.75020,127912.65660,74190.39680,102668.77039,13643.44392,58989.03618,535.74337,96324.83552,74726.14017,65738.84452,98089.63761,71840.95369,32927.11556,34924.22933,171768.59389
