Fechas,Vista_Red_MN,Vista_Patrimonial_MN,Vista_Minorista_MN,Vista_Empresas_MN,Vista_Gobierno_MN,Vista_Empresas_Gobierno_MN,Vista_Corporativa_MN,Plazo_Red_MN,Plazo_Patrimonial_MN,Plazo_Minorista_MN,Plazo_Empresas_MN,Plazo_Gobierno_MN,Plazo_Empresas_Gobierno_MN,Plazo_Corporativa_MN,Plazo_Mayorista_MN,Vista_Red_ME,Vista_Patrimonial_ME,Vista_Minorista_ME,Vista_Empresas_ME,Vista_Gobierno_ME,Vista_Empresas_Gobierno_ME,Vista_Corporativa_ME,Vista_Mayorista_ME,Plazo_Red_ME,Plazo_Patrimonial_ME,Plazo_Minorista_ME,Plazo_Empresas_ME,Plazo_Gobierno_ME,Plazo_Empresas_Gobierno_ME,Plazo_Corporativa_ME,Plazo_Mayorista_ME,Ahorro_Red_MN,Ahorro_Patrimonial_MN,Ahorro_Minorista_MN,Ahorro_Empresas_MN,Ahorro_Gobierno_MN,Ahorro_Empresas_Gobierno_MN,Ahorro_Corporativa_MN,Empresas_MN,Gobierno_MN,Corporativa_MN,Promotor,Empresas_ME,Gobierno_ME,Corporativa_ME,Gobierno_Total,PyME,TDC,Nomina,PPI,Auto,Hipotecaria
2009-07-01,78301.34112,2918.89719,81220.23831,23111.60575,38217.31151,61328.91725,33460.27392,73521.49084,33614.11672,107135.60756,18685.45860,24055.01686,42740.47546,6525.26592,49265.74138,14910.63243,2535.08832,17445.72075,21452.91233,2304.60696,23757.51929,11469.10036,35226.61965,491.84004,2725.29690,3217.13694,3010.73797,339.17941,3349.91738,2936.84688,6286.76426,98350.30635,236.60923,98586.91558,84.82363,2.85500,87.67862,1.88931,47502.82493,33706.32440,66827.90122,41016.79305,19850.66476,42.09607,19625.41567,33748.42047,17571.61289,65563.25431,NA,NA,16265.88773,132233.43110
2009-08-01,78375.26405,2900.70858,81275.97263,23436.48666,46132.28301,69568.76967,25069.02802,71428.97009,31666.67939,103095.64948,19205.10457,24610.49635,43815.60093,6622.10437,50437.70530,15525.33238,2822.20374,18347.53613,22048.17387,2581.76744,24629.94131,15651.93031,40281.87162,515.92919,2775.13693,3291.06612,2912.26719,441.30318,3353.57037,2626.62130,5980.19167,88793.61737,224.15336,89017.77072,84.12629,2.46191,86.58820,1.54985,47137.85122,33796.72931,64974.73492,40622.26523,18800.91194,41.50146,19422.60698,33838.23076,17899.23067,65421.95530,NA,NA,16026.69470,126240.62930
2009-09-01,78685.72483,3181.97950,81867.70433,24052.14876,44529.20129,68581.35005,29209.27308,69321.86558,28218.02688,97539.89246,20341.20846,20234.24658,40575.45503,6338.26556,46913.72060,14614.06016,2917.00213,17531.06230,20364.89213,2724.28304,23089.17517,13017.82170,36106.99687,491.48599,2673.49554,3164.98152,2658.19663,159.67784,2817.87447,1404.11188,4221.98635,88486.53075,245.23680,88731.76755,84.24055,2.52549,86.76604,1.67500,46153.92295,38226.15562,61099.26665,40413.48969,18997.88496,42.04643,18169.69814,38268.20205,18202.75329,65386.18683,NA,NA,15872.24120,126784.75700
2009-10-01,79189.92493,3469.56245,82659.48737,24233.57147,44791.56237,69025.13384,26587.40752,68587.23755,29646.81017,98234.04772,20581.04070,27422.33402,48003.37471,5800.70329,53804.07800,15331.73730,2953.53858,18285.27589,22368.04311,2726.86081,25094.90392,17184.78180,42279.68572,455.86444,2609.90196,3065.76639,2531.81018,121.33277,2653.14295,1374.43313,4027.57608,94043.66921,240.18522,94283.85443,85.30838,2.23595,87.54433,2.32337,47440.29768,41055.72639,62408.47991,40032.35079,18621.35074,72.27547,17329.13641,41128.00186,18634.49605,64501.09887,NA,NA,15899.48010,127400.25270
2009-11-01,81652.75910,3096.36996,84749.12907,24738.97388,52689.40508,77428.37896,34683.06518,67464.34597,31844.18928,99308.53524,22352.17361,25747.70581,48099.87941,5282.58660,53382.46601,15716.14222,3038.01836,18754.16058,24372.20465,1577.22937,25949.43402,19965.55798,45914.99200,447.39252,2462.58517,2909.97769,2388.95835,122.85156,2511.80990,2426.35078,4938.16069,87945.92996,234.63627,88180.56623,84.80427,1.69285,86.49712,1.96413,49435.36966,43554.03387,61720.75618,39128.40529,18858.34737,70.01369,16754.10917,43624.04756,18660.29527,64888.49472,NA,NA,15874.72946,128048.12110
2009-12-01,88342.29531,3256.87963,91599.17494,30394.83042,40428.25165,70823.08206,26148.40403,65677.40206,34648.36795,100325.77001,23950.96030,19027.40678,42978.36708,9996.16344,52974.53052,15211.49426,3164.60672,18376.10098,22881.38551,1886.68584,24768.07135,13176.50325,37944.57460,422.19497,2837.48256,3259.67753,2220.42746,33.62901,2254.05648,1738.61907,3992.67555,108910.29253,263.41309,109173.70562,85.64269,1.60189,87.24458,2.61947,51107.07949,48266.77626,66524.89777,38857.61642,18811.14912,67.20737,22221.33186,48333.98363,18155.44332,64429.92629,NA,NA,16043.67321,128865.75680
2010-01-01,82623.00919,3060.21460,85683.22379,24663.14817,45866.63376,70529.78193,21129.99406,66694.96206,27395.27094,94090.23300,23572.84880,24201.17039,47774.01920,6661.36473,54435.38393,14990.86383,3219.92286,18210.78668,21882.54294,1759.83433,23642.37727,13269.38955,36911.76682,440.94795,2680.19464,3121.14259,2079.76930,33.48462,2113.25392,2302.09527,4415.34919,103901.19506,252.35460,104153.54966,85.47431,2.51820,87.99251,2.16608,51758.20268,48948.74637,65964.46127,36946.01803,18216.66791,75.84484,21501.34609,49024.59121,18263.97095,63312.18804,NA,NA,16097.69795,130508.34340
2010-02-01,82081.41211,2980.89694,85062.30905,25261.59556,51709.02229,76970.61785,22830.63930,63733.38333,25131.91232,88865.29566,22935.15396,23836.09648,46771.25045,5519.19304,52290.44349,15063.57861,3116.49523,18180.07384,22755.13175,1446.13401,24201.26577,12654.89919,36856.16496,433.60023,2571.35423,3004.95447,1823.61343,57.27373,1880.88716,2814.48663,4695.37379,99322.56866,249.91922,99572.48788,86.26286,2.36833,88.63119,1.96981,50903.41848,50097.78936,67506.61518,36085.63424,17656.87980,75.53393,22259.76905,50173.32330,18317.65239,62792.22674,NA,NA,15978.30133,130965.68700
2010-03-01,81078.80408,3077.82183,84156.62591,24159.62303,48440.52400,72600.14703,25543.32138,61580.29133,23452.07274,85032.36407,22270.76626,23311.18949,45581.95575,4817.15376,50399.10951,14861.50398,3270.88847,18132.39245,22484.74667,1885.42898,24370.17565,17468.38938,41838.56503,427.67585,2262.96090,2690.63675,1817.56378,55.76391,1873.32768,2617.91677,4491.24445,99221.44874,258.13893,99479.58767,86.22893,2.46541,88.69434,2.00580,51080.26441,49407.31494,63701.91151,35564.23984,17246.70950,67.96588,24474.54187,49475.28083,18480.07006,62069.59466,NA,NA,16097.27503,131614.47690
2010-04-01,80435.89009,3462.35901,83898.24910,24608.48513,48043.10628,72651.59141,25156.83140,60599.39199,24148.66348,84748.05546,22398.63623,22882.19854,45280.83477,4584.83449,49865.66927,14618.50082,3281.29881,17899.79963,22100.81492,1947.53596,24048.35088,16161.46217,40209.81306,399.55163,2330.48349,2730.03512,1818.97624,55.57901,1874.55525,2856.41266,4730.96791,96877.15632,280.67628,97157.83260,86.25938,2.32124,88.58062,1.90709,51830.04210,49168.54870,63756.48833,36434.63220,17474.39984,64.40709,21461.19733,49232.95579,18578.97797,62757.53710,NA,NA,16170.14563,132238.13800
2010-05-01,82543.03276,3070.95557,85613.98833,25620.70781,48841.95879,74462.66661,28842.26165,59618.84179,23940.04619,83558.88798,23526.04766,21930.57343,45456.62109,4351.84113,49808.46222,14101.35833,3178.97931,17280.33764,20547.53568,1888.36639,22435.90207,12085.51309,34521.41516,416.53747,2350.16717,2766.70464,1797.65067,29.59122,1827.24190,2781.65879,4608.90068,96347.39380,282.17660,96629.57040,86.66386,1.86299,88.52685,1.87506,52315.96447,51568.36275,66402.74736,36873.35384,18771.22012,69.15618,24858.32390,51637.51894,18634.08984,63038.11059,NA,NA,16198.77816,132722.87190
2010-06-01,84407.06091,2994.88600,87401.94690,25582.49750,57288.28053,82870.77804,23067.29071,58747.48635,23522.46782,82269.95417,23202.21271,19131.21548,42333.42819,5346.06611,47679.49430,14034.88373,3154.21431,17189.09804,20644.97344,1851.86003,22496.83348,18515.76456,41012.59804,407.26188,2329.49068,2736.75256,1689.02503,30.57410,1719.59912,2338.77300,4058.37212,97430.93757,269.11429,97700.05186,86.17147,2.26914,88.44061,2.00187,51539.39476,51614.47442,64887.27208,36508.61820,18919.74925,101.32664,28973.09640,51715.80106,18849.20673,63323.24349,NA,NA,16343.88617,133588.10210
2010-07-01,84742.10779,2928.42243,87670.53022,25544.18115,57884.12929,83428.31043,19874.72582,59216.54605,22937.28140,82153.82745,24449.41619,20325.79640,44775.21259,4782.49317,49557.70576,13698.68540,3041.85706,16740.54245,20663.96593,1644.79123,22308.75716,14414.75326,36723.51043,402.14465,2184.04972,2586.19437,1560.25703,32.08163,1592.33866,3095.72826,4688.06692,102108.02378,277.83623,102385.86000,86.31279,2.08868,88.40147,1.99424,51982.73974,53966.90520,59225.05849,37153.45982,18673.38697,110.85004,36660.23206,54077.75525,19428.69528,63832.93535,NA,NA,16534.56101,134393.17330
2010-08-01,85421.08654,2996.49270,88417.57924,26767.80702,58466.10415,85233.91116,28057.29946,59409.51802,23700.97559,83110.49361,27100.10918,22235.57153,49335.68071,4509.15100,53844.83171,13715.16985,3251.29700,16966.46685,20151.12340,1704.11221,21855.23560,12293.46360,34148.69920,415.87793,2324.77119,2740.64913,1583.10278,34.58733,1617.69011,3413.16745,5030.85756,94749.32210,262.09683,95011.41893,86.17667,2.05853,88.23520,1.71023,51503.78025,54039.46705,59934.42716,37281.43653,19445.11048,136.26583,39773.90425,54175.73289,19372.94680,65211.94503,NA,NA,17188.88742,135235.28910
2010-09-01,83423.61787,3327.18120,86750.79907,25659.78017,60750.44622,86410.22639,33965.10394,58949.09705,26165.08334,85114.18038,25117.80189,21417.42053,46535.22242,4259.45996,50794.68238,13546.85218,3293.28748,16840.13966,21205.01404,1584.26551,22789.27955,9466.79390,32256.07345,385.46354,2120.64447,2506.10802,1590.58795,33.32773,1623.91568,4643.72421,6267.63989,95193.90307,279.35210,95473.25517,86.14605,1.88290,88.02895,1.75035,52632.00342,54007.98104,61586.98314,38862.69937,18865.76798,191.09528,42413.80171,54199.07632,19971.89233,66261.25941,NA,NA,17647.94829,136208.30600
2010-10-01,85229.57347,3669.92377,88899.49724,25640.64674,57639.72269,83280.36943,23109.30140,58280.48445,27145.37393,85425.85838,25437.88967,22543.93986,47981.82952,6347.52116,54329.35068,15205.45958,3544.64922,18750.10880,22348.27320,1817.40943,24165.68263,10619.04688,34784.72951,413.32311,1907.64632,2320.96943,1569.68718,32.63710,1602.32428,2933.16068,4535.48495,97229.32419,279.14143,97508.46562,86.87664,2.20166,89.07830,2.00196,54955.63489,53906.77592,61215.94883,38277.95048,17903.08996,185.87966,45981.65096,54092.65558,20545.83325,67178.18197,NA,NA,17847.55244,137116.53320
2010-11-01,87760.57315,3373.32560,91133.89875,27832.75795,58534.34306,86367.10101,26972.95636,59838.83538,26313.90487,86152.74025,22909.28198,23909.24831,46818.53029,6226.24367,53044.77396,13688.92721,3348.92182,17037.84904,22342.67995,2199.94752,24542.62747,10732.67247,35275.29994,412.55749,2058.01001,2470.56751,1527.56456,32.99482,1560.55938,1314.41684,2874.97623,98994.26588,282.53658,99276.80246,84.68866,1.31095,85.99961,1.76269,55393.32395,54269.11622,63844.76950,38622.06290,19883.59374,168.35403,46184.61103,54437.47025,20572.75314,69521.52111,NA,NA,18219.95383,138521.76890
2010-12-01,93485.69816,3437.98872,96923.68688,31148.27123,46071.33471,77219.60594,56247.74941,61630.40103,31171.70863,92802.10966,22689.16322,17732.89753,40422.06076,4660.03800,45082.09876,13449.46594,3188.32147,16637.78741,22835.80695,1972.80886,24808.61581,7979.26107,32787.87688,377.06435,2028.22618,2405.29053,1468.87595,32.68445,1501.56040,1630.54875,3132.10915,116087.57461,313.11846,116400.69307,85.38469,1.78201,87.16670,2.47088,57085.01626,53963.07481,62207.66090,37920.21497,19722.80268,236.50937,46339.41191,54199.58418,20374.33527,70419.61873,NA,NA,19506.10391,139798.09940
2011-01-01,87453.42178,3298.05945,90751.48123,29264.37977,50854.82778,80119.20755,27429.88902,61526.79662,24493.90223,86020.69886,22719.85074,22166.23182,44886.08256,6122.14888,51008.23144,13228.99745,3371.97973,16600.97718,23867.63760,2239.32171,26106.95932,11685.29903,37792.25835,377.51679,1895.64730,2273.16409,1375.53462,32.12476,1407.65938,925.32166,2332.98104,103762.93058,299.04614,104061.97672,85.21554,1.44723,86.66277,1.76086,57180.06717,54880.35534,65209.38928,38380.00008,19360.77721,268.42365,45390.84653,55148.77899,20188.45195,70665.24266,NA,NA,20107.55718,134683.40550
2011-02-01,91408.13823,3249.76092,94657.89915,28761.69994,50588.16376,79349.86371,31986.69231,58938.90926,25877.69426,84816.60352,24934.59198,23397.74602,48332.33800,6055.83916,54388.17716,12860.69986,3370.29917,16230.99903,23284.90560,1926.01485,25210.92045,9482.38702,34693.30747,371.92064,1832.23024,2204.15087,1275.00521,32.70974,1307.71495,736.17270,2043.88764,103707.18508,287.98725,103995.17233,84.97645,1.50740,86.48386,1.89836,56917.94263,54457.88075,65556.60759,37738.52153,18950.51686,234.78288,55250.14281,54692.66363,20372.40074,70866.84307,22916.95606,7150.13857,20427.75378,135191.50927
2011-03-01,91421.07454,3547.67150,94968.74603,28349.81962,50462.14796,78811.96758,27593.60321,59505.78794,25123.03369,84628.82163,23449.08451,23213.56215,46662.64666,5450.56658,52113.21324,12654.04939,3430.94432,16084.99371,24639.58314,2001.85053,26641.43367,8992.37234,35633.80601,361.85327,1713.15646,2075.00973,1052.77673,32.09909,1084.87582,1316.11605,2400.99187,102234.82770,284.51571,102519.34341,84.43746,1.38949,85.82695,1.79135,57009.36080,54282.61669,66387.89201,35504.42473,18296.81161,219.94974,51852.71941,54502.56643,21025.41389,70776.27111,23390.08228,7694.66495,20871.68655,135753.85396
2011-04-01,91033.01317,3179.78388,94212.79704,28050.07907,43776.92556,71827.00463,23686.29296,59682.39642,27002.90943,86685.30585,24438.16767,23764.63867,48202.80634,5208.88600,53411.69233,12690.14791,3289.46840,15979.61631,24106.73878,2290.17971,26396.91850,8933.02785,35329.94635,341.74681,1753.10184,2094.84865,1506.26209,31.12045,1537.38254,1847.47042,3384.85296,106141.36811,302.95795,106444.32606,84.68292,1.53974,86.22266,1.97455,58082.87711,54351.02073,62426.05089,34554.44110,18143.66519,240.77172,51733.60520,54591.79246,21291.70973,71952.22800,23783.53196,8262.73995,21111.14222,136026.76928
2011-05-01,86829.24761,3002.23566,89831.48327,26869.23172,47240.23003,74109.46175,24924.76748,60699.95674,28253.11043,88953.06717,23291.57902,24566.13502,47857.71404,5722.86253,53580.57657,11811.29475,3570.31163,15381.60638,22723.49678,2085.41542,24808.91221,9158.19849,33967.11070,325.63709,1628.21449,1953.85157,1512.14290,31.15177,1543.29466,1829.79915,3373.09381,104559.71749,294.91083,104854.62832,84.62769,2.03241,86.66010,2.02265,56990.84500,55838.90948,63827.26725,31593.21261,18201.45506,264.83815,50160.21414,56103.74762,21501.72672,72943.99589,24161.04455,8584.64994,21415.82773,136380.95684
2011-06-01,89344.06560,3624.04228,92968.10788,54977.58168,56386.50856,111364.09025,23521.36555,61228.84314,27656.30701,88885.15015,23165.62686,23035.96578,46201.59264,5110.37541,51311.96805,11843.68754,3567.34086,15411.02840,25275.02448,2849.24144,28124.26593,7518.75411,35643.02004,326.61619,1679.96520,2006.58138,1401.68301,31.78809,1433.47109,947.23508,2380.70617,106522.80963,302.15824,106824.96787,85.20032,1.77545,86.97577,2.03976,57820.53613,50783.85694,57112.33627,30166.92076,19820.08524,331.15008,45949.08763,51115.00701,21924.98249,73659.55690,24901.01526,9053.53900,21781.18210,136698.71889
2011-07-01,88685.29419,3232.50903,91917.80322,52584.39407,56087.96352,108672.35759,24636.32149,61395.14091,31513.59399,92908.73490,25217.63198,28773.55468,53991.18666,4219.33760,58210.52427,12011.48611,3513.68942,15525.17553,23848.80037,2570.89422,26419.69459,9232.33428,35652.02887,314.94718,1631.93024,1946.87742,1157.45849,29.67095,1187.12944,1057.31193,2244.44137,109963.30660,315.72555,110279.03215,85.05149,1.52072,86.57221,2.19810,58950.38658,51040.95420,59719.38151,28007.24067,18230.68604,316.83683,46171.52176,51357.79103,22441.35854,74268.95944,25429.63291,9368.10808,21951.98806,136916.46689
2011-08-01,88916.57254,3547.72294,92464.29548,54661.34315,59741.14326,114402.48641,38702.32890,60194.78817,36719.49925,96914.28742,29075.60153,30040.10311,59115.70464,5452.95021,64568.65485,11874.65855,3697.11682,15571.77537,22981.11203,2639.89462,25621.00665,8516.56533,34137.57198,329.45451,1583.22393,1912.67844,1168.85300,31.44789,1200.30089,809.20749,2009.50837,100097.19267,307.41474,100404.60741,84.41908,1.52957,85.94865,1.99408,57559.82000,53420.14654,59011.21241,27017.69670,19498.27438,346.58605,49290.14778,53766.73260,22244.10297,75451.51596,26340.29143,9671.43889,22273.71393,137468.94321
2011-09-01,86949.25241,4832.25971,91781.51212,54521.87848,57874.23452,112396.11300,43950.10771,58015.64928,39413.57688,97429.22616,31543.64918,22799.14453,54342.79371,5097.53378,59440.32749,11903.73091,4081.09268,15984.82359,22595.88915,2838.52202,25434.41117,8222.54977,33656.96094,357.46804,1693.29237,2050.76042,1514.79324,21.58502,1536.37826,1143.87493,2680.25319,106176.23986,325.66075,106501.90061,84.29925,1.31384,85.61309,2.03689,58118.97300,49029.89973,59049.44918,26900.60335,22405.41793,410.39248,56080.22298,49440.29221,22735.05488,75985.48259,27513.45270,10473.89904,22477.79821,137978.29334
2011-10-01,88768.29806,4797.15082,93565.44888,54935.58807,62370.73687,117306.32494,68826.48982,59540.52507,32208.39929,91748.92435,32940.92322,25873.62432,58814.54754,5553.21320,64367.76074,12042.54845,3947.25432,15989.80278,24258.05330,2581.60965,26839.66295,9040.72733,35880.39028,370.34139,1491.39422,1861.73561,960.82010,88.38833,1049.20844,1147.37314,2196.58158,101182.89426,336.91069,101519.80496,84.20958,1.66120,85.87078,1.75820,60082.20328,48264.10661,56505.63885,24594.86313,21373.34212,381.78949,53223.72386,48645.89610,23346.50790,77251.46668,28443.29977,11062.21901,22526.40025,138563.47517
2011-11-01,92277.36041,5178.37065,97455.73106,57744.88944,72061.40523,129806.29467,38321.10157,59112.49167,24141.25295,83253.74463,35313.05008,25151.23933,60464.28941,3733.39044,64197.67985,12092.53273,3983.68879,16076.22153,24964.19523,2259.13500,27223.33023,7347.08243,34570.41266,374.78329,1429.91519,1804.69848,1078.56968,22.35579,1100.92546,1230.13887,2331.06433,107955.11162,358.86035,108313.97197,84.57285,1.70701,86.27986,1.83096,60965.21894,49038.10210,57425.93551,23839.03722,23075.12436,445.64761,55430.60599,49483.74971,23774.84701,80664.87901,29130.59868,11569.57089,23102.10806,139341.66851
2011-12-01,100677.68566,5241.54535,105919.23101,63516.82007,56946.16496,120462.98503,32686.49311,59365.93907,15588.95603,74954.89510,37336.30673,18084.95817,55421.26490,3170.58458,58591.84949,12319.52976,3861.51501,16181.04477,24453.63594,1758.60397,26212.23992,9313.39905,35525.63897,360.60083,1588.00831,1948.60913,1246.92422,23.25902,1270.18324,2415.26829,3685.45152,121371.23181,409.49764,121780.72945,85.24897,1.26383,86.51279,2.66364,63526.45485,59398.93783,56503.75606,23371.82883,25333.62847,399.40641,58746.64098,59798.34424,23924.64750,80972.00613,29418.90217,11975.92628,24101.59235,140511.80593
2012-01-01,91275.31234,5728.71839,97004.03073,55797.97665,67801.89279,123599.86943,34896.66425,55431.40607,18431.00300,73862.40907,31901.58529,22382.39273,54283.97802,5636.49401,59920.47204,12574.76706,3900.36092,16475.12798,25139.73097,1800.31309,26940.04406,9606.65399,36546.69805,377.04786,1427.05532,1804.10318,1316.28540,59.50372,1375.78913,2512.26119,3888.05032,113583.66806,351.36234,113935.03040,85.71107,1.32628,87.03735,1.73717,62523.01010,60367.05716,59515.25068,23396.44819,22063.74237,324.53039,52892.20061,60691.58755,24121.22764,81062.75461,29823.76574,12325.06525,24605.42519,142107.81212
2012-02-01,91161.97022,5760.52783,96922.49805,54859.76291,66582.74008,121442.50298,30887.31155,54997.87353,17294.03032,72291.90385,31911.97961,27144.43295,59056.41256,5916.63796,64973.05051,12531.27838,3866.71974,16397.99812,25226.83968,1963.14594,27189.98562,9482.42123,36672.40685,383.94269,1394.87052,1778.81321,1163.10673,141.82984,1304.93657,2469.29444,3774.23102,113718.50282,361.84071,114080.34354,86.81855,1.33435,88.15291,1.76737,62143.03958,60198.51666,59287.29074,21609.66771,20780.90413,313.40279,51399.28672,60511.91945,24740.06152,81002.07148,30647.66391,12737.87977,24501.84307,142789.03439
2012-03-01,92829.08898,5688.85056,98517.93954,58814.94391,61105.22607,119920.16999,37619.02179,54339.47035,17143.08260,71482.55295,30150.60311,23934.37312,54084.97623,3865.15323,57950.12947,12375.58246,4034.87242,16410.45487,24723.50645,2417.57226,27141.07871,13001.41062,40142.48933,337.98099,1364.73701,1702.71800,1184.54111,143.25793,1327.79904,757.89390,2085.69294,126499.67101,370.48645,126870.15746,88.35572,1.66296,90.01868,2.01936,63696.33266,60953.55781,61802.48022,20971.71756,20536.00983,312.08402,50042.89578,61265.64183,25886.06762,80829.02208,31797.16784,12823.50722,24448.75263,143295.09334
2012-04-01,90346.49692,5644.32694,95990.82386,55788.41093,61417.62482,117206.03575,30778.31959,53558.05429,17170.69107,70728.74535,31025.01337,23075.66921,54100.68258,6084.75202,60185.43460,12156.86392,4022.75913,16179.62305,23587.49692,2471.69587,26059.19279,10726.75117,36785.94396,339.47068,1316.20900,1655.67968,1214.13258,62.22169,1276.35427,406.46505,1682.81932,122092.14785,276.87502,122369.02287,86.21900,1.97497,88.19397,1.73361,62504.79395,60903.86060,60793.01789,20653.57480,21770.79419,305.61355,51351.28486,61209.47415,25943.91998,82281.26686,32474.06513,12918.64294,24517.00902,143604.14175
2012-05-01,92785.48741,5744.63038,98530.11779,57958.60113,62333.61573,120292.21686,32217.97078,54014.05721,14979.87362,68993.93083,31332.67396,22380.16718,53712.84114,4732.74474,58445.58588,12294.60174,4240.45670,16535.05844,23342.12164,2318.60011,25660.72175,10053.47374,35714.19549,371.03528,1340.43775,1711.47303,1160.87829,18.06970,1178.94798,194.08625,1373.03424,123958.31995,311.49336,124269.81331,91.22352,2.01347,93.23699,1.86741,64114.49831,61397.95703,65386.63869,19213.74431,25514.13413,321.67860,56864.26902,61719.63563,26724.40610,82744.96729,33740.00971,11874.39737,24798.80657,143943.05564
2012-06-01,93678.97571,6039.96239,99718.93810,59764.00971,62685.13854,122449.14825,55917.31652,52283.59958,14603.79123,66887.39081,28430.20201,21219.20230,49649.40430,3956.45271,53605.85701,12582.81783,3964.42432,16547.24215,24055.67454,2038.64080,26094.31535,8917.60362,35011.91897,345.08567,1224.37813,1569.46380,1407.49772,18.10134,1425.59906,1217.82082,2643.41988,135165.54581,293.79398,135459.33979,86.11833,2.02540,88.14373,2.09158,67388.95237,61632.24144,57059.81126,19236.43625,24034.87521,293.46308,56075.03480,61925.70453,27628.17420,83644.29237,34462.78591,12106.31774,24924.38805,144268.93465
2012-07-01,92126.68648,5868.57709,97995.26357,48503.10078,62702.86589,111205.96667,31770.15534,53071.88193,14718.25491,67790.13683,30658.11812,23938.74773,54596.86585,4081.45643,58678.32228,12432.91908,3941.41926,16374.33834,23707.70819,1921.64298,25629.35117,10774.96684,36404.31802,324.77818,1179.20978,1503.98795,1301.44403,23.72397,1325.16800,358.73372,1683.90172,124886.16178,309.85613,125196.01791,85.98010,2.04211,88.02221,2.02473,69723.65433,61259.86810,58877.33438,18307.10735,22460.45957,283.75774,56976.62586,61543.62583,27816.32189,85174.45449,34908.37130,12020.01218,24841.44924,144599.87631
2012-08-01,91716.90404,5613.01642,97329.92046,56365.97260,56634.55370,113000.52630,31640.64059,53022.83561,14635.21614,67658.05174,32006.72034,25358.38182,57365.10217,4171.21079,61536.31295,12617.34438,4059.44799,16676.79238,25013.26701,1647.54904,26660.81605,12173.17920,38833.99524,324.80296,1226.25612,1551.05908,1155.90079,24.25254,1180.15333,861.87454,2042.02787,127663.85982,313.45736,127977.31718,85.98497,2.04573,88.03070,2.09946,69435.34092,60950.25962,59218.06283,18875.14283,21588.66501,331.60193,56140.50383,61281.86155,28477.88309,86358.15473,35560.26850,12271.70387,25062.85749,144939.09817
2012-09-01,92180.91628,5588.49086,97769.40714,58846.29129,54343.05520,113189.34648,42524.40790,53473.68260,22343.52185,75817.20445,27685.99242,20860.25999,48546.25241,4196.74345,52742.99586,12482.02029,4035.95739,16517.97768,25206.66434,2118.95674,27325.62107,14715.72155,42041.34262,319.93845,1164.21282,1484.15127,1176.40775,31.55601,1207.96377,253.81453,1461.77829,124927.06863,362.50621,125289.57484,86.47599,2.21220,88.68819,2.20439,70752.11181,60899.98418,63286.69008,18519.16304,20619.04890,332.86019,54983.17633,61232.84437,29554.61214,87587.57853,35774.82951,12587.73625,25225.01970,145586.34793
2012-10-01,93113.01108,5373.41123,98486.42231,56770.13850,53092.97760,109863.11609,31896.96081,53591.06089,14495.78969,68086.85058,34619.47274,24211.32988,58830.80262,4048.64295,62879.44557,12665.15203,4151.58389,16816.73592,25746.98266,1914.68849,27661.67115,12274.71935,39936.39050,319.47166,1183.11962,1502.59128,1001.31510,30.98009,1032.29519,900.51723,1932.81242,117761.80818,639.04003,118400.84821,86.37810,3.82173,90.19984,2.01662,69283.87036,59865.90101,58075.20505,18304.90772,21620.63675,332.11136,57968.32223,60198.01238,29922.01353,88857.28430,35521.38302,12790.38987,25292.52145,145896.21673
2012-11-01,96176.87398,5666.60906,101843.48304,57604.73076,51577.38421,109182.11496,34399.88191,53540.16830,13598.49852,67138.66682,32826.58052,23459.17385,56285.75437,5298.28950,61584.04387,12801.40150,4114.30850,16915.71000,27531.51340,1794.39138,29325.90478,12882.22789,42208.13267,317.95249,1118.40090,1436.35339,415.63518,27.40482,443.03999,346.81875,789.85874,134310.98119,670.13586,134981.11705,87.72491,2.34165,90.06655,2.82120,70897.47938,59977.58963,58571.96643,17728.39987,23004.39760,324.45649,54913.05422,60302.04612,30424.37411,92407.80965,35494.43117,13153.24221,25685.55200,146264.44672
2012-12-01,102673.82513,5912.59797,108586.42311,62261.57392,45346.91501,107608.48893,55022.65103,54670.38173,12779.74324,67450.12496,33655.65505,17059.54999,50715.20505,4818.56931,55533.77436,12826.24359,3957.93938,16784.18297,26012.44251,1802.17761,27814.62012,14719.30743,42533.92755,328.95815,1230.08734,1559.04549,508.93862,34.82484,543.76346,513.41652,1057.17998,135417.66062,665.51533,136083.17595,87.32730,7.38631,94.71361,2.36126,74211.99385,61468.75068,62079.67443,17845.69438,24441.85336,222.44507,49375.89480,61691.19575,30076.11248,92172.19370,34495.39601,12855.52315,26239.05220,146446.61194
2013-01-01,95170.65164,5832.74444,101003.39608,58273.26999,51344.81906,109618.08906,37144.94313,53998.33245,13655.23036,67653.56281,28558.00568,24245.61862,52803.62430,5232.76181,58036.38611,13045.82545,3880.38518,16926.21063,25930.71622,1841.81257,27772.52879,16369.08640,44141.61520,311.65768,1127.22197,1438.87965,750.34777,58.08196,808.42972,683.68606,1492.11579,131706.16787,623.05177,132329.21964,87.23459,7.46386,94.69845,2.18042,71817.03687,61637.43075,59735.88532,16545.41225,24048.63646,166.12176,48668.63331,61803.55251,30761.14604,91899.68007,34225.33012,12696.06344,26609.58658,147222.34165
